Trial ,Batch,Author,Year,Mean Age,Age Group,Paradigm,General Paradigm,General Paradigm 2,Stimuli Modality,Stimuli Domain,Pattern Type,Pattern Range,Test SL,General Test SL,SL Test Measure,Language Aspect,Language Test,Language Test Category,Language Test Category 2,Language Test Category 3,Language Related Disorder,Disorder Population,Sample Size,ES,SE,Fisher's Z,Fisher's SE
417,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,TD,TD,17,0.022,0.258073922,0.02200355,0.267261242
418,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Lexical production,Vocabulary,Vocabulary,Vocabulary,TD,TD,17,0.272,0.239096303,0.279022348,0.267261242
419,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Sentence comprehension,Syntax,Syntax,Comprehension,TD,TD,17,-0.36,0.224736314,-0.376885901,0.267261242
420,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,TD,TD,17,0.282,0.237665881,0.289853534,0.267261242
421,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,TD,TD,17,-0.146,0.252695122,-0.147050852,0.267261242
422,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,SLI,Clinical,18,-0.186,0.241351,-0.188190607,0.25819889
423,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Simple non-word repetition,Phonology,Phonology,Phonology,SLI,Clinical,18,-0.019,0.24990975,-0.019002287,0.25819889
424,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Complex non-word repetition,Phonology,Phonology,Phonology,SLI,Clinical,18,-0.154,0.244071,-0.155235044,0.25819889
425,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,18,0.223,0.23756775,0.226810893,0.25819889
426,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Lexical production,Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,18,-0.171,0.24268975,-0.172696604,0.25819889
427,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Sentence comprehension,Syntax,Syntax,Comprehension,SLI,Clinical,18,0.201,0.23989975,0.203774438,0.25819889
428,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,SLI,Clinical,18,-0.142,0.244959,-0.142966145,0.25819889
429,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,SLI,Clinical,18,0.084,0.248236,0.084198409,0.25819889
430,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,TD,TD,17,-0.407,0.215428502,-0.432010329,0.267261242
431,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Simple non-word repetition,Phonology,Phonology,Phonology,TD,TD,17,0.014,0.258148283,0.014000915,0.267261242
432,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Complex non-word repetition,Phonology,Phonology,Phonology,TD,TD,17,0.062,0.257206373,0.062079626,0.267261242
433,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,TD,TD,17,0.115,0.254784209,0.115511019,0.267261242
434,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Lexical production,Vocabulary,Vocabulary,Vocabulary,TD,TD,17,0.186,0.249266241,0.188190607,0.267261242
435,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Sentence comprehension,Syntax,Syntax,Comprehension,TD,TD,17,-0.309,0.233545802,-0.319439471,0.267261242
436,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,TD,TD,17,0.216,0.246152362,0.219456521,0.267261242
437,Pubmed,Desmottes et al. (2017a),2017,"10,118",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,TD,TD,17,-0.109,0.255131229,-0.10943478,0.267261242
438,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,SLI,Clinical,18,0.033,0.24972775,0.033011987,0.25819889
439,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Simple non-word repetition,Phonology,Phonology,Phonology,SLI,Clinical,18,-0.3,0.2275,-0.309519604,0.25819889
440,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Complex non-word repetition,Phonology,Phonology,Phonology,SLI,Clinical,18,-0.411,0.20776975,-0.436813884,0.25819889
441,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,18,-0.007,0.24998775,-0.007000114,0.25819889
442,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Lexical production,Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,18,-0.22,0.2379,-0.223656109,0.25819889
443,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Sentence comprehension,Syntax,Syntax,Comprehension,SLI,Clinical,18,0.094,0.247791,0.094278338,0.25819889
444,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,SLI,Clinical,18,-0.245,0.23499375,-0.25008653,0.25819889
445,Pubmed,Desmottes et al. (2017a),2017,"10,236",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,SLI,Clinical,18,-0.27,0.231775,-0.276863823,0.25819889
446,Oliveira,Desmottes et al. (2017b),2017,"10,394",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,TD,TD,15,-0.13,0.272662882,-0.13073985,0.288675135
447,Oliveira,Desmottes et al. (2017b),2017,"10,394",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,TD,TD,15,-0.464,0.217637731,-0.502396767,0.288675135
448,Oliveira,Desmottes et al. (2017b),2017,"10,394",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Sentence comprehension,Syntax,Syntax,Comprehension,TD,TD,15,0.667,0.15396009,0.805319196,0.288675135
449,Oliveira,Desmottes et al. (2017b),2017,"10,394",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,TD,TD,15,0.596,0.178830906,0.68692045,0.288675135
450,Oliveira,Desmottes et al. (2017b),2017,"10,421",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,TD,TD,15,0.234,0.262163516,0.238417017,0.288675135
451,Oliveira,Desmottes et al. (2017b),2017,"10,421",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,TD,TD,15,0.116,0.273618075,0.11652454,0.288675135
452,Oliveira,Desmottes et al. (2017b),2017,"10,421",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Sentence comprehension,Syntax,Syntax,Comprehension,TD,TD,15,0.642,0.163036372,0.761568652,0.288675135
453,Oliveira,Desmottes et al. (2017b),2017,"10,421",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,TD,TD,15,0.318,0.249303347,0.329420529,0.288675135
454,Oliveira,Desmottes et al. (2017b),2017,"10,405",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,SLI,Clinical,15,0.075,0.275790004,0.075141102,0.288675135
455,Oliveira,Desmottes et al. (2017b),2017,"10,405",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,15,-0.107,0.274174717,-0.107411176,0.288675135
456,Oliveira,Desmottes et al. (2017b),2017,"10,405",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Sentence comprehension,Syntax,Syntax,Comprehension,SLI,Clinical,15,0.224,0.26343378,0.227863471,0.288675135
457,Oliveira,Desmottes et al. (2017b),2017,"10,405",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,SLI,Clinical,15,-0.078,0.2756627,-0.078158764,0.288675135
458,Oliveira,Desmottes et al. (2017b),2017,"10,383",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELDP,Phonology,Phonology,Phonology,SLI,Clinical,15,-0.163,0.269981183,-0.164467041,0.288675135
459,Oliveira,Desmottes et al. (2017b),2017,"10,383",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,15,0.022,0.277215861,0.02200355,0.288675135
460,Oliveira,Desmottes et al. (2017b),2017,"10,383",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - Sentence comprehension,Syntax,Syntax,Comprehension,SLI,Clinical,15,-0.018,0.277260237,-0.018001944,0.288675135
461,Oliveira,Desmottes et al. (2017b),2017,"10,383",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,L2MA2 - sentence repetition,Syntax,Syntax,Comprehension,SLI,Clinical,15,0.338,0.245664514,0.351832842,0.288675135
462,Oliveira,Gabriel et al. (2011),2011,"10,192",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ECOSSE,Syntax,Syntax,Comprehension,SLI,Clinical,16,0.27,0.247777897,0.276863823,0.277350098
463,Oliveira,Gabriel et al. (2011),2011,"10,192",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELO,Syntax,Syntax,Comprehension,SLI,Clinical,16,-0.44,0.215519466,-0.472230804,0.277350098
464,Oliveira,Gabriel et al. (2011),2011,"10,192",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,16,-0.32,0.239893691,-0.331647109,0.277350098
465,Oliveira,Gabriel et al. (2011),2011,"10,267",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELO,Syntax,Syntax,Comprehension,TD,TD,16,0.18,0.258601978,0.181982689,0.277350098
466,Oliveira,Gabriel et al. (2011),2011,"10,267",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,TD,TD,16,0.19,0.257613111,0.192337169,0.277350098
467,Pubmed,Gabriel et al. (2013),2013,"9,667",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELO,Syntax,Syntax,Comprehension,SLI,Clinical,23,0.33,0.194453962,0.342828254,0.223606798
468,Pubmed,Gabriel et al. (2013),2013,"9,667",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ECOSSE,Syntax,Syntax,Comprehension,SLI,Clinical,23,0.48,0.167940488,0.522984278,0.223606798
469,Pubmed,Gabriel et al. (2013),2013,"9,667",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,23,0.47,0.170013558,0.510070337,0.223606798
470,Pubmed,Gabriel et al. (2013),2013,"9,583",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELO,Syntax,Syntax,Comprehension,TD,TD,23,0.11,0.215577454,0.110446916,0.223606798
471,Pubmed,Gabriel et al. (2013),2013,"9,583",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ECOSSE,Syntax,Syntax,Comprehension,TD,TD,23,0.25,0.204579272,0.255412812,0.223606798
472,Pubmed,Gabriel et al. (2013),2013,"9,583",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,TD,TD,23,0.27,0.202309806,0.276863823,0.223606798
473,Oliveira,Gabriel et al. (2015),2015,"9,917",Children,SRTT,SRTT,Sequence learning,Auditory/Visual,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ECOSSE,Syntax,Syntax,Comprehension,SLI,Clinical,16,-0.17,0.259537392,-0.171666664,0.277350098
474,Oliveira,Gabriel et al. (2015),2015,"9,917",Children,SRTT,SRTT,Sequence learning,Auditory/Visual,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELO - Sentence comprehension,Syntax,Syntax,Comprehension,SLI,Clinical,16,0.12,0.26341268,0.120581028,0.277350098
475,Oliveira,Gabriel et al. (2015),2015,"9,917",Children,SRTT,SRTT,Sequence learning,Auditory/Visual,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,16,0.01,0.267234516,0.010000333,0.277350098
476,Oliveira,Gabriel et al. (2015),2015,"9,917",Children,SRTT,SRTT,Sequence learning,Auditory/Visual,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELO - Word repetition,Phonology,Phonology,Phonology,SLI,Clinical,16,0.29,0.244784572,0.298566264,0.277350098
